260107-07:08:06.731495 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:49:37.096974 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:49:42.097653 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:49:47.098604 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:49:52.099676 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:49:57.100706 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:50:02.101522 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:50:07.102462 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:50:12.103171 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:50:17.104047 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:50:22.104764 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:50:27.105271 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:50:32.105750 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:50:37.106440 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:50:42.106997 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:50:47.107468 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:50:52.107972 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:50:57.108685 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:51:02.109439 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:51:07.110242 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:51:12.111059 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:51:17.111732 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:51:22.112740 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:51:27.113642 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:51:32.114229 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:51:37.114773 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:51:42.115426 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:51:47.116147 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:51:52.116848 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:51:57.117520 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:02.118385 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:07.119278 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:08.408540 [mod=PRVNMGR, lvl=INFO] [tid=1416] accepted new connection from:43:8C:A9:D9:82:EB
260107-07:52:08.483301 [mod=PRVNMGR, lvl=INFO] [tid=1416] Running GATT server
260107-07:52:09.046675 [mod=PRVNMGR, lvl=INFO] [tid=1416] Service Changed CCC Write called
260107-07:52:09.047007 [mod=PRVNMGR, lvl=INFO] [tid=1416] Service Changed Enabled: true
260107-07:52:10.732903 [mod=PRVNMGR, lvl=INFO] [tid=1416] rdkc_read_cb_provisionstatus(offset:0)
260107-07:52:10.733076 [mod=PRVNMGR, lvl=INFO] [tid=1416] status:00
260107-07:52:10.935437 [mod=PRVNMGR, lvl=INFO] [tid=1416] Public key Read called

260107-07:52:10.935562 [mod=PRVNMGR, lvl=INFO] [tid=1416] 

Offset Value in public Key 0 Len 124


260107-07:52:11.070469 [mod=PRVNMGR, lvl=INFO] [tid=1416] Public key Read called

260107-07:52:11.070602 [mod=PRVNMGR, lvl=INFO] [tid=1416] 

Offset Value in public Key 22 Len 124


260107-07:52:11.205435 [mod=PRVNMGR, lvl=INFO] [tid=1416] Public key Read called

260107-07:52:11.205561 [mod=PRVNMGR, lvl=INFO] [tid=1416] 

Offset Value in public Key 44 Len 124


260107-07:52:11.340433 [mod=PRVNMGR, lvl=INFO] [tid=1416] Public key Read called

260107-07:52:11.340562 [mod=PRVNMGR, lvl=INFO] [tid=1416] 

Offset Value in public Key 66 Len 124


260107-07:52:11.475528 [mod=PRVNMGR, lvl=INFO] [tid=1416] Public key Read called

260107-07:52:11.475658 [mod=PRVNMGR, lvl=INFO] [tid=1416] 

Offset Value in public Key 88 Len 124


260107-07:52:11.610441 [mod=PRVNMGR, lvl=INFO] [tid=1416] Public key Read called

260107-07:52:11.610567 [mod=PRVNMGR, lvl=INFO] [tid=1416] 

Offset Value in public Key 110 Len 124


260107-07:52:12.119913 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:12.120217 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device successfully paired with mobile app
260107-07:52:12.122369 [mod=RBUS, lvl=ERROR] [tid=1269] rbus_get for Telemetry.OperationalStatus failed with error: Entry not found error
260107-07:52:12.122823 [mod=PRVNMGR, lvl=INFO] [tid=1269]  pstats->ble_paired 28304.215956
260107-07:52:12.213165 [mod=PRVNMGR, lvl=INFO] [tid=1269] Setting prvn_mgr status : 0x0101
260107-07:52:12.214418 [mod=RBUS, lvl=ERROR] [tid=1269] rbus_get for Telemetry.OperationalStatus failed with error: Entry not found error
260107-07:52:12.215007 [mod=PRVNMGR, lvl=INFO] [tid=1416] sending status changed notification
260107-07:52:12.230449 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_INPROGRESS state
260107-07:52:12.230633 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device backend provisioning in progress. waiting...
260107-07:52:13.230901 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:13.231051 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_INPROGRESS state
260107-07:52:13.231119 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device backend provisioning in progress. waiting...
260107-07:52:13.702808 [mod=PRVNMGR, lvl=INFO] [tid=1416] GAP Device Name Read called: xcam3
260107-07:52:14.231297 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:14.231438 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_INPROGRESS state
260107-07:52:14.231503 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device backend provisioning in progress. waiting...
260107-07:52:15.231922 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:15.232180 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_INPROGRESS state
260107-07:52:15.232250 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device backend provisioning in progress. waiting...
260107-07:52:16.232444 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:16.232585 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_INPROGRESS state
260107-07:52:16.232653 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device backend provisioning in progress. waiting...
260107-07:52:17.232832 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:17.232974 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_INPROGRESS state
260107-07:52:17.233037 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device backend provisioning in progress. waiting...
260107-07:52:18.233258 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:18.233395 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_INPROGRESS state
260107-07:52:18.233455 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device backend provisioning in progress. waiting...
260107-07:52:19.233676 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:19.233821 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_INPROGRESS state
260107-07:52:19.233887 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device backend provisioning in progress. waiting...
260107-07:52:20.234056 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:20.234194 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_INPROGRESS state
260107-07:52:20.234262 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device backend provisioning in progress. waiting...
260107-07:52:21.234438 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:21.234581 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_INPROGRESS state
260107-07:52:21.234646 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device backend provisioning in progress. waiting...
260107-07:52:22.234823 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:22.234966 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_INPROGRESS state
260107-07:52:22.235032 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device backend provisioning in progress. waiting...
260107-07:52:23.235335 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:23.235474 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_INPROGRESS state
260107-07:52:23.235537 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device backend provisioning in progress. waiting...
260107-07:52:24.165637 [mod=PRVNMGR, lvl=INFO] [tid=1416]  --- Wifi Credentials --- 
260107-07:52:24.165771 [mod=PRVNMGR, lvl=INFO] [tid=1416] Length : 680 Offset : 0 
260107-07:52:24.165907 [mod=PRVNMGR, lvl=INFO] [tid=1416] Length : 676
260107-07:52:24.165969 [mod=PRVNMGR, lvl=INFO] [tid=1416] payloadLen : 676
260107-07:52:24.166517 [mod=PRVNMGR, lvl=INFO] [tid=1416] Wifi Packet length : 676 Wifi Credentials Received 676
260107-07:52:24.166597 [mod=PRVNMGR, lvl=INFO] [tid=1416] Wifi Credentials Available 1
260107-07:52:24.166664 [mod=PRVNMGR, lvl=INFO] [tid=1416] Length : 680, buff len 676
260107-07:52:24.235714 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_BT_PAIRING state
260107-07:52:24.235839 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_INPROGRESS state
260107-07:52:24.235900 [mod=PRVNMGR, lvl=INFO] [tid=1269] Device successfully provisioned in back end system
260107-07:52:24.237079 [mod=RBUS, lvl=ERROR] [tid=1269] rbus_get for Telemetry.OperationalStatus failed with error: Entry not found error
260107-07:52:24.247642 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_GET_WIFI_CREDS state
260107-07:52:24.248602 [mod=PRVNMGR, lvl=INFO] [tid=1269] wifiCredentials is not empty
260107-07:52:24.248857 [mod=PRVNMGR, lvl=INFO] [tid=1269] Got wifi payload successfully
260107-07:52:24.249018 [mod=PRVNMGR, lvl=INFO] [tid=1269] Setting prvn_mgr status : 0x0102
260107-07:52:24.251650 [mod=RBUS, lvl=ERROR] [tid=1269] rbus_get for Telemetry.OperationalStatus failed with error: Entry not found error
260107-07:52:24.252857 [mod=PRVNMGR, lvl=INFO] [tid=1416] sending status changed notification
260107-07:52:24.265162 [mod=PRVNMGR, lvl=INFO] [tid=1269] xbo device id 3516915072339954716
260107-07:52:24.274204 [mod=PRVNMGR, lvl=INFO] [tid=1269] xbo device Id existing : 3516915072339954716

260107-07:52:24.274370 [mod=PRVNMGR, lvl=INFO] [tid=1269] XBO device id is same as existing
260107-07:52:24.275189 [mod=PRVNMGR, lvl=INFO] [tid=1269] Saving data to location /opt/SecurePartition/usr_config/device.conf
260107-07:52:24.276000 [mod=PRVNMGR, lvl=INFO] [tid=1269] Saving data to location /opt/usr_config/device.conf
[1;32m  *  [0;39mStopping service provisioning-config-service[1;34m[[1;32m OK [1;34m][0;39m
[1;32m  *  [0;39mStarting service provisioning-config-service[1;34m[[1;32m OK [1;34m][0;39m
260107-07:52:26.991254 [mod=PRVNMGR, lvl=INFO] [tid=1269] PRVMGR_CONNECT_WIFI state
260107-07:52:26.991692 [mod=PRVNMGR, lvl=INFO] [tid=1269] noofEntries in ssid json 0 and current index 1
260107-07:52:26.993899 [mod=PRVNMGR, lvl=INFO] [tid=1269] creds[0]->ssid (wheat101)
260107-07:52:26.994583 [mod=PRVNMGR, lvl=WARN] [tid=1269] json doesn't have frequency... using default
260107-07:52:26.994834 [mod=PRVNMGR, lvl=INFO] [tid=1269] creds[0]->frequency (2.4GHz)
260107-07:52:26.995073 [mod=PRVNMGR, lvl=INFO] [tid=1269] creds[0].securitymode (2)
260107-07:52:26.995577 [mod=PRVNMGR, lvl=INFO] [tid=1269] creds[1]->ssid (wheat101)
260107-07:52:26.996294 [mod=PRVNMGR, lvl=WARN] [tid=1269] json doesn't have frequency... using default
260107-07:52:26.996791 [mod=PRVNMGR, lvl=INFO] [tid=1269] creds[1]->frequency (5GHz)
260107-07:52:26.997311 [mod=PRVNMGR, lvl=INFO] [tid=1269] creds[1].securitymode (2)
260107-07:52:26.997818 [mod=PRVNMGR, lvl=INFO] [tid=1269] Setting prvn_mgr status : 0x0103
260107-07:52:27.001569 [mod=RBUS, lvl=ERROR] [tid=1269] rbus_get for Telemetry.OperationalStatus failed with error: Entry not found error
260107-07:52:27.002080 [mod=PRVNMGR, lvl=INFO] [tid=1416] sending status changed notification
260107-07:52:27.004578 [mod=PRVNMGR, lvl=INFO] [tid=1269] 
 About to send rtmessage 

260107-07:52:27.007213 [mod=PRVNMGR, lvl=INFO] [tid=1269] Failed to send message on topic RDKC.PRVNMGR. RT_OBJECT_NO_LONGER_AVAILABLE
